worker_id,pattern,primary_platform,platforms,n_platforms,avg_workdays,base_monthly_income,gender,age_band,job,job_ko,work_type,submode,intended_pattern,home_industry_code,annual_revenue_y1,annual_revenue_y2,avg_annual_revenue,is_target_segment,split
360,regular,미소,미소,1,26,1111517,female,30s,care_cleaning,가사·청소·돌봄,primary,,regular,940502,13301432,13388082,13344757,0,train
361,regular,생각대로,생각대로;배달의민족,2,7,422626,male,40s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940918,5091071,5651588,5371330,0,train
362,irregular,로지올,로지올;카카오T대리,2,25,2029941,male,50s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940917,20140306,15620935,17880620,0,train
363,irregular,바로고,바로고,1,8,675289,male,50s,delivery_transport,운송·배달·대리,occasional,delivery,irregular,940918,4970518,8952475,6961496,0,train
364,seasonal,쿠팡이츠,쿠팡이츠;카카오모빌리티,2,25,1806749,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,23850706,24503447,24177076,1,train
365,regular,요기요,요기요;배달의민족,2,23,1851461,male,50s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,24343511,25274792,24809152,1,train
366,regular,생각대로,생각대로,1,14,932316,male,40s,delivery_transport,운송·배달·대리,secondary,delivery,regular,940918,11520095,11012405,11266250,0,valid
367,irregular,배달의민족,배달의민족;요기요,2,5,430824,male,60s,delivery_transport,운송·배달·대리,occasional,delivery,irregular,940918,8971458,21529123,15250290,0,train
368,regular,생각대로,생각대로;배달의민족,2,26,2848512,male,20s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,35526922,36140533,35833728,1,train
369,seasonal,카카오T대리,카카오T대리;요기요,2,9,778448,male,30s,delivery_transport,운송·배달·대리,occasional,proxy,seasonal,940920,9600077,8713120,9156598,0,train
370,seasonal,쿠팡이츠,쿠팡이츠,1,10,574607,male,60s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940918,7761625,6738702,7250164,0,train
371,regular,크몽,크몽;숨고,2,5,614040,male,40s,professional,전문서비스,occasional,,seasonal,940911,7601049,7601205,7601127,0,train
372,irregular,카카오T대리,카카오T대리,1,20,2407435,male,40s,delivery_transport,운송·배달·대리,primary,proxy,irregular,940920,16366079,25142290,20754184,0,train
373,regular,배달의민족,배달의민족,1,21,1507649,male,30s,delivery_transport,운송·배달·대리,primary,delivery,regular,940918,17843462,17469458,17656460,0,train
374,irregular,탈잉,탈잉;유튜브;트위치,3,23,1584183,female,50s,creative,창작활동,primary,,irregular,940306,12018329,20216329,16117329,0,valid
375,irregular,크몽,크몽;숨고,2,15,1364114,male,50s,professional,전문서비스,secondary,,irregular,940911,15845795,24870639,20358217,0,train
376,regular,쿠팡이츠,쿠팡이츠;카카오모빌리티,2,12,503458,male,20s,delivery_transport,운송·배달·대리,occasional,delivery,regular,940918,6209726,6455872,6332799,0,train
377,irregular,크라우드웍스,크라우드웍스,1,10,1161229,female,40s,simple_computer,컴퓨터 단순작업,secondary,,irregular,940911,15182235,4612023,9897129,0,valid
378,seasonal,카카오T대리,카카오T대리;배달의민족,2,6,476938,female,30s,delivery_transport,운송·배달·대리,occasional,proxy,seasonal,940920,5692045,6046414,5869230,0,train
379,seasonal,카카오T대리,카카오T대리,1,24,1111000,male,60s,delivery_transport,운송·배달·대리,primary,proxy,seasonal,940920,13234703,13950378,13592540,0,valid
380,irregular,셀렉트스타,셀렉트스타;크라우드웍스,2,23,1293950,male,30s,simple_computer,컴퓨터 단순작업,primary,,irregular,940911,2887540,7310387,5098964,0,train
381,seasonal,카카오T대리,카카오T대리;생각대로,2,24,2885046,male,40s,delivery_transport,운송·배달·대리,primary,proxy,seasonal,940920,37710722,34736232,36223477,1,valid
382,irregular,프리모아,프리모아,1,8,348704,female,40s,it_service,IT 서비스,occasional,,irregular,940911,4020306,3340240,3680273,0,train
383,irregular,이랜서,이랜서,1,21,3174729,female,50s,it_service,IT 서비스,primary,,irregular,940911,41019767,73036010,57027888,0,train
384,regular,쿠팡플렉스,쿠팡플렉스;카카오모빌리티,2,17,803013,male,40s,delivery_transport,운송·배달·대리,secondary,delivery,regular,940917,9913593,10838695,10376144,0,train
385,regular,쿠팡이츠,쿠팡이츠,1,11,850839,male,60s,delivery_transport,운송·배달·대리,secondary,delivery,regular,940918,10279598,10543739,10411668,0,train
386,seasonal,생각대로,생각대로;요기요,2,10,655666,male,50s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940918,8866534,8012567,8439550,0,train
387,irregular,트위치,트위치,1,18,945488,male,50s,creative,창작활동,secondary,,irregular,940306,11710406,11646357,11678382,0,train
388,regular,바로고,바로고;배달의민족;쿠팡플렉스,3,20,1812982,male,40s,delivery_transport,운송·배달·대리,primary,delivery,regular,940918,21598726,22125994,21862360,0,valid
389,seasonal,카카오모빌리티,카카오모빌리티,1,5,651856,male,40s,delivery_transport,운송·배달·대리,occasional,proxy,seasonal,940920,8691377,9237717,8964547,0,valid
390,irregular,카카오T대리,카카오T대리,1,16,1514377,female,60s,delivery_transport,운송·배달·대리,secondary,proxy,irregular,940920,15456320,34056080,24756200,0,train
391,irregular,당근알바,당근알바,1,21,2856669,female,40s,etc,기타,primary,,irregular,940502,18524453,13804021,16164237,0,train
392,regular,미소,미소;대리주부,2,11,805489,female,20s,care_cleaning,가사·청소·돌봄,occasional,,regular,940502,9786177,8953158,9369668,0,valid
393,irregular,생각대로,생각대로,1,6,732721,male,20s,delivery_transport,운송·배달·대리,occasional,delivery,irregular,940918,10013585,7766127,8889856,0,train
394,regular,배달의민족,배달의민족,1,20,2987187,male,30s,delivery_transport,운송·배달·대리,primary,delivery,regular,940918,35646705,34326413,34986559,0,train
395,irregular,로지올,로지올,1,11,339852,male,30s,delivery_transport,운송·배달·대리,occasional,delivery,irregular,940917,4381720,2849425,3615572,0,train
396,regular,배달의민족,배달의민족;요기요,2,26,1895066,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,24503497,24461722,24482610,1,valid
397,regular,요기요,요기요,1,26,1510668,male,40s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,19453013,16701417,18077215,0,valid
398,seasonal,카카오모빌리티,카카오모빌리티;쿠팡이츠,2,9,740843,male,50s,delivery_transport,운송·배달·대리,occasional,proxy,seasonal,940920,9147960,10374348,9761154,0,valid
399,irregular,크라우드웍스,크라우드웍스;셀렉트스타;에이모,3,12,676381,male,30s,simple_computer,컴퓨터 단순작업,secondary,,irregular,940911,2251072,10860930,6556001,0,valid
400,irregular,쿠팡플렉스,쿠팡플렉스;쿠팡이츠,2,21,3169453,male,30s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940917,41999426,15570877,28785152,1,train
401,irregular,셀렉트스타,셀렉트스타;크라우드웍스;에이모,3,25,2039191,male,50s,simple_computer,컴퓨터 단순작업,primary,,irregular,940911,6163340,13417523,9790432,0,train
402,irregular,쿠팡이츠,쿠팡이츠,1,21,1804315,male,60s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,13993883,20367043,17180463,0,train
403,seasonal,로지올,로지올;카카오모빌리티;배달의민족,3,11,337711,male,50s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940917,4369450,4271766,4320608,0,train
404,seasonal,카카오T대리,카카오T대리,1,22,2759718,male,40s,delivery_transport,운송·배달·대리,primary,proxy,seasonal,940920,31894430,33000152,32447291,0,train
405,seasonal,배달의민족,배달의민족,1,12,1045000,male,40s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940918,13135429,12635419,12885424,0,valid
406,irregular,카카오모빌리티,카카오모빌리티,1,17,937144,male,30s,delivery_transport,운송·배달·대리,secondary,proxy,irregular,940920,23879980,11162127,17521054,0,train
407,seasonal,바로고,바로고;카카오모빌리티,2,23,2026376,male,40s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,23342126,26565514,24953820,1,train
408,regular,쿠팡이츠,쿠팡이츠;배달의민족,2,8,572991,male,30s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940918,7482416,7955792,7719104,0,train
409,regular,이랜서,이랜서,1,24,2132135,male,40s,it_service,IT 서비스,primary,,seasonal,940911,26121646,27199885,26660766,0,train
410,seasonal,카카오T대리,카카오T대리;쿠팡플렉스,2,21,2423865,male,40s,delivery_transport,운송·배달·대리,primary,proxy,seasonal,940920,30612024,29816301,30214162,1,train
411,irregular,숨고,숨고;크몽,2,4,381927,female,30s,professional,전문서비스,occasional,,irregular,940911,4849971,2439795,3644883,0,train
412,regular,배달의민족,배달의민족;바로고;카카오모빌리티,3,23,1710700,female,40s,delivery_transport,운송·배달·대리,primary,delivery,regular,940918,20024935,20000906,20012920,0,train
413,regular,쿠팡이츠,쿠팡이츠;바로고,2,21,2558801,male,60s,delivery_transport,운송·배달·대리,primary,delivery,regular,940918,29977816,30069101,30023458,1,valid
414,seasonal,카카오모빌리티,카카오모빌리티,1,26,1847758,male,40s,delivery_transport,운송·배달·대리,primary,proxy,regular,940920,20369514,19042348,19705931,0,train
415,seasonal,쿠팡이츠,쿠팡이츠,1,21,1912264,male,40s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,23373120,26989588,25181354,0,train
416,irregular,쿠팡이츠,쿠팡이츠,1,21,2105513,male,30s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,16217947,39201377,27709662,0,valid
417,irregular,배달의민족,배달의민족,1,25,1852953,male,30s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,34745275,22834301,28789788,0,train
418,regular,쿠팡플렉스,쿠팡플렉스;생각대로,2,21,2323269,male,50s,delivery_transport,운송·배달·대리,primary,delivery,regular,940917,27683956,28861470,28272713,1,train
419,irregular,카카오T대리,카카오T대리;바로고,2,16,739000,male,60s,delivery_transport,운송·배달·대리,secondary,proxy,irregular,940920,9229859,5261885,7245872,0,valid
420,irregular,트위치,트위치;클래스101;유튜브,3,25,1442625,male,50s,creative,창작활동,primary,,irregular,940306,48244347,32155958,40200152,1,train
421,irregular,카카오모빌리티,카카오모빌리티,1,13,1215379,male,50s,delivery_transport,운송·배달·대리,secondary,proxy,irregular,940920,12737113,47161431,29949272,0,train
422,irregular,크몽,크몽,1,20,2146993,male,50s,professional,전문서비스,primary,,irregular,940911,18316294,33126195,25721244,0,valid
423,irregular,셀렉트스타,셀렉트스타;크라우드웍스,2,24,2119864,female,40s,simple_computer,컴퓨터 단순작업,primary,,irregular,940911,18343206,0,9171603,0,valid
424,irregular,요기요,요기요;쿠팡플렉스;생각대로,3,20,2630573,male,50s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,40772169,14990795,27881482,1,train
425,seasonal,미소,미소;대리주부,2,9,417050,female,60s,care_cleaning,가사·청소·돌봄,occasional,,regular,940502,5162945,5057024,5109984,0,valid
426,seasonal,카카오T대리,카카오T대리;배달의민족,2,10,631844,male,40s,delivery_transport,운송·배달·대리,occasional,proxy,seasonal,940920,7771612,7573716,7672664,0,train
427,regular,카카오모빌리티,카카오모빌리티,1,20,2339840,male,30s,delivery_transport,운송·배달·대리,primary,proxy,regular,940920,29896140,29853678,29874909,0,train
428,regular,프리모아,프리모아;이랜서;위시켓,3,17,1295505,male,40s,it_service,IT 서비스,secondary,,regular,940911,15298513,16361867,15830190,0,train
429,irregular,크몽,크몽,1,20,2393222,female,40s,professional,전문서비스,primary,,irregular,940911,30635885,18686533,24661209,0,valid
430,irregular,클래스101,클래스101;탈잉,2,15,1589934,female,50s,creative,창작활동,secondary,,irregular,940306,27074647,14931791,21003219,0,train
431,irregular,에이모,에이모;셀렉트스타;크라우드웍스,3,10,428252,male,40s,simple_computer,컴퓨터 단순작업,occasional,,irregular,940911,2286670,9667972,5977321,0,train
432,seasonal,바로고,바로고;카카오T대리;요기요,3,4,784303,male,60s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940918,10022518,10244675,10133596,0,train
433,regular,바로고,바로고;로지올,2,20,2311223,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,29218240,29558429,29388334,1,train
434,seasonal,로지올,로지올;카카오모빌리티;쿠팡이츠,3,26,1360327,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940917,18536090,19683555,19109822,0,train
435,regular,바로고,바로고;생각대로;카카오모빌리티,3,10,1285066,female,30s,delivery_transport,운송·배달·대리,secondary,delivery,seasonal,940918,15263745,15587601,15425673,0,valid
436,irregular,쿠팡플렉스,쿠팡플렉스;카카오모빌리티;바로고,3,4,504638,male,20s,delivery_transport,운송·배달·대리,occasional,delivery,irregular,940917,5211814,3271413,4241614,0,train
437,regular,당근알바,당근알바,1,24,1441450,female,60s,etc,기타,primary,,regular,940502,18468745,17589368,18029056,0,train
438,irregular,숨고,숨고,1,20,3056434,male,30s,professional,전문서비스,primary,,irregular,940911,24407239,47544354,35975796,0,train
439,irregular,숨고,숨고;크몽,2,25,2452455,male,20s,professional,전문서비스,primary,,irregular,940911,26400668,31718489,29059578,1,train
440,regular,로지올,로지올,1,13,793938,male,30s,delivery_transport,운송·배달·대리,secondary,delivery,regular,940917,9398816,9336060,9367438,0,train
441,irregular,클래스101,클래스101;탈잉,2,10,660846,male,50s,creative,창작활동,occasional,,irregular,940306,8373349,7854407,8113878,0,train
442,irregular,바로고,바로고,1,16,1017483,male,50s,delivery_transport,운송·배달·대리,secondary,delivery,irregular,940918,11966438,19191123,15578780,0,valid
443,seasonal,로지올,로지올,1,21,1367188,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940917,17247764,15667337,16457550,0,valid
444,regular,배달의민족,배달의민족;생각대로,2,18,973432,female,20s,delivery_transport,운송·배달·대리,secondary,delivery,regular,940918,12410018,11852557,12131288,0,train
445,regular,쿠팡플렉스,쿠팡플렉스,1,8,554808,male,20s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940917,7493877,7556284,7525080,0,valid
446,irregular,유튜브,유튜브;트위치,2,17,621648,female,50s,creative,창작활동,secondary,,irregular,940306,7813901,7287469,7550685,0,train
447,regular,로지올,로지올;바로고,2,25,1366526,male,20s,delivery_transport,운송·배달·대리,primary,delivery,regular,940917,16569825,15901669,16235747,0,valid
448,irregular,카카오모빌리티,카카오모빌리티,1,18,952016,female,20s,delivery_transport,운송·배달·대리,secondary,proxy,irregular,940920,7914965,4854055,6384510,0,train
449,irregular,에이모,에이모,1,20,1618999,male,20s,simple_computer,컴퓨터 단순작업,primary,,irregular,940911,11976858,11787592,11882225,0,train
450,irregular,크몽,크몽,1,8,591628,male,30s,professional,전문서비스,occasional,,irregular,940911,8604943,6915655,7760299,0,valid
